name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,Recipe
Laddu,"Gram flour, ghee, sugar",vegetarian,10,40,sweet,dessert,-1,-1,"   Roasting Besan
Dry roast the besan in a heavy kadai or pan on low to medium-low heat for about 10 to 12 minutes.
Keep on stirring continuously right from the beginning. So that the besan is not burned and cooks evenly.
   Adding Ghee And Roasting Further
After 12 minutes of total roasting time, add the ghee.
Mix very well and continue roasting the besan for some more 12 to 15 minutes stirring non-stop.
You will see that the mixture will start releasing ghee and will give a nice fragrant nutty aroma. Some ghee will float on top and and you will see a molten lava kind of consistency where the ghee is floating. The mixture will also loose sides of the pan and become one. These are the signs that the besan is fully cooked. Once you see these signs, you can move on to the next step.
Remove the pan from the stove-top and place it on your kitchen countertop. Add powdered sugar.
   Adding Powdered Sugar
Begin to mix with all the strength from your hands. You have to mix this part vigorously so that the powdered sugar melts in the roasted besan and ghee mixture and no lumps are formed.
Add the powdered cardamom, raisins and cashews. Mix again.
Once you have mixed the ladoo mixture well then let it become lukewarm or cool at room temperature.
   Making Besan Ladoo
When cooled, make small or medium-sized besan ladoo and store them in an airtight steel container. If you are not able to shape in balls then freeze the mixture for 5 minutes or refrigerate for 20 minutes. Depending on the quality and consistency of ghee as well as the room temperature you may be able to easily shape these or not.
Serve besan ladoo garnished with some nuts."
Lassi,"Yogurt, milk, nuts, sugar",vegetarian,5,5,sweet,dessert,Punjab,North,"In a mortar, take the green cardamom pods and crush them lightly. Remove the husks and crush the seeds to a fine powder.
In a bowl or pan, take fresh chilled curd (yogurt).
With the handheld wooden churner (madani)or blender or wired whisk, simply whisk the curd until it becomes smooth.
Add sugar and cold water. You can also add cold milk instead of water.
The consistency of this lassi is neither thick nor thin. For a thin lassi, add slightly more water and for a thicker version, add less water .
Now churn or beat again with the churner, blender or wired whisk.
Keep on churning or whisking until the sugar dissolves and you see a nice frothy layer on top. You can use an immersion blender for the same. Another way is to add all the ingredients in a blender jar and blend until smooth and frothy.
Now add the crushed cardamom powder and saffron strands. Mix well. Do check the taste and add more sugar if required.
As a substitute for cardamom powder, add rose water. You can skip all the flavoring ingredients, if you don't have any.
Pour lassi in tall glasses and serve. Add a few ice cubes if you prefer. If you want, you can top lassi in each glass with 1 to 2 tablespoons of malai (the thick layer of cream which collects on top of heated milk) or 1 to 2 tablespoons of unsalted white butter (makhan).
Garnish with a pinch or two of cardamom powder, 2 to 3 crushed saffron strands or chopped nuts like cashews, pistachios or almonds. Serve sweet punjabi lassi straightaway."
Nankhatai,"Refined flour, besan, ghee, powdered sugar, yoghurt, green cardamom",vegetarian,20,30,sweet,dessert,-1,-1,"   Making Nankhatai Mixture
Powder the sugar finely in a grinder.
Then cream the ghee and powdered sugar with a electric mixer or blender. You can also cream in a food processor.
The mixture should become smooth, light and creamy.
Sift the following dry ingredients - all-purpose flour, besan (gram flour), baking powder and baking soda. Keep the sifted dry ingredients aside.
Add curd (yogurt) to the creamed ghee+sugar mixture. Mix very well.
Now add the sifted dry ingredients. Also add the sooji (rava or cream of wheat), cardamom powder and nutmeg powder.
Gently mix everything. Do not knead.
   Making Nankhatai
Just mix and gather to a smooth dough. If the mixture is too crumbly and you cannot bring together to a dough, then add 1 to 3 tbsp of milk. Mix lightly and bring the mixture to a dough.
Pinch medium sized balls from the dough.
Roll them evenly in your palms. Slightly flatten them. Press chironji or almonds on the top lightly.
You can also make some criss cross designs on the nankhatai with a fork or toothpick.
   Baking Nankhatai
Place the nankhatai in a baking tray.
Keep some space between them as they expand while baking.
Bake the nankhatai in a pre heated oven at 180 degrees c for 20-25 mins till light golden.
Remove and place them on wire racks, so that they cool down.
When cooled, store the nankhatai in an air tight container."
Petha,"Firm white pumpkin, sugar, kitchen lime, alum powder",vegetarian,10,30,sweet,dessert,Uttar Pradesh,North,"firstly, slice ash gourd to cubes removing the skin and seed flesh completely.
now poke the ash gourd pieces from all sides. keep aside.
in a large bowl take 4 cup water and dissolve ½ tsp limestone / chuna.
now add in chopped ash gourd and stir well.
soak for 24 hours mixing in between every 3 hours.
rinse and wash ash gourd pieces by rubbing each and every cube.
now in a saucepan heat 4 cup water and get to a boil.
add in washed ash gourd pieces and cook stirring occasionally.
boil for 12 -15 minutes .
further, in a large kadai take 1½ cup sugar, 3 pods cardamom, few saffrons and pinch saffron food colour.
also, add ¼ cup water and dissolve sugar stirring well.
once the sugar dissolves, add in cooked ash gourd.
stir well, and boil for 10 minutes.
now place the petha in a plate or a wire mesh to cool completely for at least 12 hours.
finally, serve agra petha or store in an airtight container and enjoy."
Phirni,"Rice, sugar, nuts",vegetarian,30,20,sweet,dessert,Odisha,East,"   Grinding Rice
Rinse the rice a couple of times in water. Drain the water and let them dry on their own by spreading them on a tray or plate. Or wipe the grains dry with a kitchen towel.
Take the dried rice grains in a dry grinder or coffee grinder. Grind the rice till the consistency resembles sooji (rava or fine semolina) or corn meal or couscous .
Alternatively, soak the rice in water for 30 minutes and then drain the water. Dry the rice grains naturally and later grind to a semi fine powder.
Set the ground rice aside.
Blanching Almonds And Pistachios
Take hot boiling water in a small bowl. Add the nuts and cover the bowl.
Blanch for 30 minutes. Drain the water.
When the almonds and pistachios become warm, then peel and later slice or chop them.
Reserve a few almond and pistachio slices for garnish.
   Making Phirni
Heat milk in a thick bottomed broad pan or sauce pan or kadai.
When the milk becomes warm, take 1 tablespoon from it in a small bowl.
Stir the saffron strands in this warm milk and keep aside.
Let the milk reach to a boil. Then lower the heat and add the ground rice. Stir and add sugar also.
On a low to medium heat cook the ground rice in the milk. Do not cover the pan.
Keep on stirring at intervals so that the lumps are not formed.
Also powder the cardamoms in a mortar-pestle. Discard the cardamom peels.
When the rice is almost cooked, add the almonds, pistachios, cardamom powder and saffron infused milk.
Stir and cook for a further 5 to 6 minutes or more or till the firni thickens and the rice granules are softened and cooked completely.
Lastly add rose water, once the firni is done.
Pour the phirni in serving bowls. Garnish it with the remaining chopped almond and pistachio slices.
Cover the bowls tightly with lid or secure firmly with aluminium foil. Once cooled at room temperature, refrigerate phirni for about 4 hours or more.
Serve phirni once cooled.
"
Rabri,"Condensed milk, sugar, spices, nuts",vegetarian,10,45,sweet,dessert,Uttar Pradesh,North,"   Prep Nuts
Soak almonds and pistachios in hot water for 20 to 30 minutes. Drain the water. Then remove the peels from the nuts.
Slice or sliver or chop them and set aside.
   Cooking Milk To Half Of Its Volume
Take whole milk in a thick bottomed kadai or pan and begun to heat the milk on a low to medium heat, till the milk starts to froth or form a layer of clotted cream (malai) on top. Stir a couple of time when the milk is getting heated.
So when you will see the cream floating on top, then with a spatula, gently move the cream layer.
Bring it towards the side of the pan and stick it to the pan. Keep the heat to a low and continue to simmer.
Keep on simmering the milk like this and collecting the cream layer on the sides.
This process of collecting the cream layer has to be done many times. continuous simmering of the milk will bring the cream on top and you have to bring and stick it to the sides of the pan.
In between also stir the milk gently on occasions, so that the milk does not get burnt from the bottom. If you do too much of stirring and if quickly, then you won't get the layers of cream in the rabri. 
So after you have moved the layer of cream (malai) to the side of the pan, then stir the milk a few times. Then wait until another layer of cream forms on the surface of the milk.
You can also just thicken and scrape the milk solids from the sides but in this case you won't get the layers of clotted cream or malai in the rabdi.
   Making Rabdi Recipe
Once the milk reduces to half, then add sugar. You can add sugar as per your taste preferences.
Then add crushed saffron strands and cardamom powder. Stir gently.
Continue collecting the cream and bringing it to the sides of the pan. Also do stir the milk gently after you bring the cream towards the sides of the pan. If you don’t stir the milk then there is a possibility of the milk getting browned or burnt from the bottom.
After adding saffron, the color will change gradually to a beautiful yellow color as the milk keeps on reducing.
When the milk gets reduced to ⅓ or ¼ of its original quantity, then switch off the heat. It took me about 1 hour 15 minutes on a low heat initially and medium heat towards the latter stage. I cooked it until ⅓ of its original volume.
The cream layer will be collected on the sides with a spatula. Scrape off the entire cream layer as well as dried milk solids and add into the thickened milk.
Stir gently. Then add the sliced almonds, pistachios and 1 teaspoon rose water or kewra water. Stir gently again. Reserve a few of the blanched and slivered nuts for garnish."
Sheera,"Suji, ghee, nuts, milk",vegetarian,10,25,sweet,dessert,Maharashtra,West,"firstly, in a pan add 2 tbsp ghee and roast 7 cashew, 2 tbsp raisins on low flame.
once it turns golden brown, keep aside.
in the remaining ghee add ½ cup rava and roast for 5 minutes on low flame. keep aside.
in a large kadai get 1½ cup water to a rolling boil.
add roasted rava slowly, stirring continuously.
the rava will absorb all the water and turns a lump-free mixture.
now add ½ cup sugar and continue to stir.
sugar dissolves completely and gets absorbed by rava.
further add ¼ cup ghee and 3 drops yellow food colour. adding food colour is completely optional.
now mix well making sure everything is well combined.
cover and simmer for 5 minutes making sure rava is cooked completely.
further add roasted cashew, raisins and ½ tsp cardamom powder.
mix well making sure everything is well combined.
finally, enjoy sheera with khara bath or serve as prasada."
Singori,"Khoa, coconut, molu leaf",vegetarian,10,20,sweet,dessert,Uttarakhand,North,"Knead khoya and sugar by mixing well. Heat this till khoya melts.
Add grated coconut and continue heating for 10 minutes.
As mixture cools down, fill small khoya ball in each malu basket.
Garnish with nuts or rose petals."
Sohan halwa,"Corn flour, ghee, dry fruits",vegetarian,10,60,sweet,dessert,Uttar Pradesh,North,"1.Heat 1 liter water, add sugar and boil for 5 minutes.  2.Add 1 cup milk and boil for 5 minutes.  3.Strain it through a muslin bag or thin cloth.  4.Add the remaining water and sugar syrup.  5.Dissolve 1 tsp saffron in warm water and add.  6.Dissolve the cornflour in a little water. Add to the cornflour mixture and cook over low flame.  7.When cornflour becomes thick, add 1 tbsp ghee.  8.Continue adding ghee (1/2 kg) slowly during cooking to prevent it from sticking to the pan.  9.Stir it well. As ghee separates from the mixture, then it is ready.  10.Add almonds, pistachio & green cardamoms in it.  11.Grease a pan or tray with oil.  12.Spread halwa in it & press with a wooden spoon to flatten it.  13.Garnish it with almonds, pistachio and cardamoms.  14.As it cools down, cut it into pieces and serve."
Soan papdi,"Gram flour, ghee, sugar, milk, cardamom",vegetarian,-1,60,sweet,dessert,Maharashtra,West,"Sift the gram flour and maida together. Keep aside.
Heat ghee in a heavy pan over medium flame.
Add the sifted flour and roast until light golden. Remove and keep aside.
Combine the milk and water in a pan.
Place it over low-medium flame and add the sugar. Stir well to mix evenly.
Simmer until it reaches a two thread consistency.
Pour this into the flour mixture and mix well until the mixture forms thread like flakes. This method involves mixing and pulling the mixture apart alternatively.
Transfer this into a greased plate and pat it flat to a 1 inch thickness.
Sprinkle cardamoms, almonds and pistachios on top. Gently press them and even the surface.
Allow it to cool.
Cut it into 1 inch squares. Cover with the polythene squares
Store them in an airtight container. Serve as a dessert."
Chhena jalebi,"Chhena, sugar, ghee",vegetarian,10,50,sweet,dessert,Odisha,East,"Prepare chhana freshly at home adding a Tbsp of lemon juice or vinegar in boiling milk. Drain the excess water and run tap water through the chhana to get the smell of lemon/vinegar from it. Try to get out all excess water out of it.
Take chhana and khoya in a flat bottomed vessel and mix well. Rub it continuously with your palm and knead it for quite sometime till it becomes a soft & smooth dough without any lump and doesn’t stick in hand.
Add maida , semolina and cardamom powder and baking powder and knead it well to form a soft and smooth dough.
Keep the dough in a bowl covered by a moist cloth or cling film. Put the bowl in room temperature for 1 ½ - 2 hours.
Divide the dough into equal sized round balls . Now roll each balls with your palm into a long thick rope. Coil the rope into one and half turn leaving small space in between, as shown in the picture.
Heat oil in a pan and when it’s smoking hot, put the flame in low. Slowly drop the jilipis in oil and deep fry till they turn golden yellow.
Prepare the sugar syrup with putting sugar and water in given ratio and by boiling the syrup till the sugar gets melted completely with the consistency is near to one string. Put some crushed cardamom in the syrup.
Take out the fried jilipis from the pan and drop into the warm syrup and keep them fully immersed in it for 3 to 4 hours."
Chhena kheeri,"Chhena, sugar, milk",vegetarian,-1,60,sweet,dessert,Odisha,East,"Take milk in a wide-bottomed pan or saucepan and keep it on stovetop on a low to medium heat. Remember to use a heavy pan so that the milk does not burn while cooking.
Stir at intervals a few times when the milk is heating up.
Meanwhile crumble the paneer and keep aside.
Crush the cardamoms in a mortar-pestle to a fine powder. Chop the nuts and keep aside.
Whilst the milk comes to a boil, lower the heat and simmer the milk till it thickens a bit for about 5 to 6 minutes.
Keep stirring the milk at intervals when it is simmering. Then add sugar and continue to cook further for 5 minutes.
Stir to mix the sugar with the milk. Then add chopped almonds, pistachios, cashews, cardamom powder and saffron. Mix well and simmer for 1 or 2 minutes.
Add the crumbled paneer. You can also grate the paneer and add. Since I was using fresh paneer, I crumbled it. If adding refrigerated or frozen paneer, then you can grate it. If the paneer appears dry, then just soak it warm water and then crumble or grate.
Simmer for 1 minute on a low heat till the crumbled paneer gets cooked. Then add rose water and stir.
Serve paneer kheer hot, warm or chilled. This kheer can be had plain and they also taste good with pooris. While serving you can garnish it with few saffron strands or chopped nuts or rose petals"
Chhena Poda,"Sugar, chenna cheese",vegetarian,10,45,sweet,dessert,Odisha,East,"  Preparation
Firstly line a baking pan with some chopped banana leaves. Grease the banana leaves with some ghee. 
You can also use butter paper or parchment paper instead of banana leaves. Or you can skip everything and just grease the pan with ghee on all sides. 
Also preheat oven at 180 degrees celsius for 15 minutes.
   Making Chhena Poda Mixture
Then take the 250 grams fresh paneer or chenna and crumble it very well.
Then add ½ cup sugar. You can also use ½ cup jaggery powder instead of sugar.
With clean hands mix sugar with the chenna.
Then continue to mash and knead the paneer or chenna like the way you would knead a chapati dough.
The paneer mixture has to become loose, light and with a cake batter like consistency. The more light and softer the consistency, the better the chhena poda tastes.
I have not added any milk or water. In case the mixture looks dry, then you can add a few tablespoons of milk or water. Some amount of fat is released while mashing chenna and thats fine.
Once you get a cake batter like consistency in the paneer mixture, then add ½ teaspoon cardamom powder and ½ tablespoon rice flour. Optionally a pinch of baking soda can also be added, but does not make any difference. Instead of rice flour, you can also use fine rava (sooji). Some chopped dry fruits like cashews, almonds and raisins can also be added.
   Baking Chhena Poda
Pour the chhena poda mixture in the pan. Shake the pan gently so that the chenna poda mixture spreads evenly. Level the top with a spatula.
Place the pan in the oven and bake chena poda for 30 to 45 minutes. If using otg, use the toast mode and keep pan in the center. Bake chena poda till the top crust gets a dark golden color. Oven times vary, so do keep a check. In some ovens this paneer cake can even take less time. I am giving an average time that will work for most ovens.
Remove from the oven once done.
Then check with a bamboo skewer or toothpick and it should be clean. There should be no sticky batter on the toothpick.
Let the paneer cake cool completely in the pan. Then remove it.
You can slice and then serve chenna poda. Leftover can be refrigerated for 2 to 3 days.
Serve chhena poda as dessert after meals or as a sweet snack."
Cham cham,"Flour, cream, sugar, saffron, lemon juice, coconut flakes",vegetarian,40,60,sweet,dessert,West Bengal,East,"Making Chenna
Begin to heat 1 litre milk in a thick bottomed pan. Stir at intervals when the milk begins to get heated.
When the milk comes to a boil, you will see a layer of malai or clotted cream which forms on top. Remove this layer of malai. You will get about 2 to 3 tablespoons of malai. We will be using this malai to make the sweet filling for cham cham.
Switch off flame when milk comes to rolling boil.
Add 2 tablespoons vinegar or lemon juice. You can even add 1 tablespoon vinegar or lemon juice. The amount to be added will depend on the quality of milk.
Mix very well and let milk curdle.
Wait for 4 to 5 mins and let the heat reduce a bit. Then strain through muslin lined on a top of a bowl or pan.
Bring the edges of the muslin together, straining all the whey. Be careful as both the chenna and whey will be hot.
Rinse the chenna very well in running water. This removes the lemony flavor and tangy taste from the chenna. Then gently queeze the muslin with your hands, so that any extra water is drained from the chenna. 
Keep a heavy weighted bowl or mortar-pestle on the chenna for 8 to 10 minutes.
Kneading Chenna
After 8 to 10 minutes remove the chenna from the muslin. Place on a tray or a plate. Sprinkle 1 teaspoon maida or all purpose flour. You can even add 1 teaspoon rava (sooji) or corn flour instead of maida.
Mix and begin to knead this mixture. Knead very well till some greasiness is felt in your palms. Just a bit of greasiness is required. Knead to a smooth ball of chenna. If mixture looks dry and crumby sprinkle some water – about 1 to 3 teaspoons or more and continue to knead. The mixture should be able to come together without breaking or falling apart. For a dry chenna a bit of moisture helps in binding the mixture.
Then roll the chenna ball into a log. cut in equal pieces.
Take each piece and roll them between your palms to a smooth cylindrical or oblong shape. pinch the edges.
Make oblong shaped cham cham with the entire kneaded chenna. keep them covered with a moist muslin cloth.
Making Sugar Syrup For Chum Chum
Take 2 heaped cups sugar (400 grams) in a large pan. Please use a large pot or pan so that there is enough space for the cham cham to cook and increase in size.
Pour 4 cups water (1 litre) in the pan.
Place the pan on a medium-low to medium flame. With a spoon stir non-stop and mix so that all the sugar is dissolved.
When all the sugar is dissolved, remove 1 cup of sugar solution and keep it aside. let the sugar solution come to a boil on a medium-high flame.
Cooking Chom Chom
When the sugar solution starts boiling, carefully place the chum chum in the sugar solution. Gently shake the pan holding the handles at the sides.
Cover the pan with lid and boil chum chum on medium-high flame for 5 minutes.
After 5 minutes in a gentle stream, slowly add the 1 cup of reserved sugar solution. hold the pan at the handles and gently shake it.
Cover again with lid and cook covered for 7 minutes. I cooked for a total of 12 minutes. The cooking time will vary with the intensity of flame, pan type and size etc.
To check if the cham cham has cooked, take one piece and place it in a bowl or mug of water. It should settle down at the bottom. If it floats then the cham cham needs to be cooked for a few more minutes.
Once the chum chum are cooked, switch off flame. Keep the pan down and remove the lid.
After five minutes add 1 tablespoon kewra water or rose water. You can also add ½ to 1 teaspoon cardamom powder. Shake the pan gently. Let cham cham cool completely.
Making Stuffing For Chum Chum
In a heavy kadai or pan, take 6 tablespoons milk powder, 2 tablespoons sugar, 7 to 8 strands saffron and ¼ teaspoon cardamom powder.
Next add 2 tablespoons malai or cream reserved from the milk when we had boiled it. Also add 2 to 3 tablespoons milk.
Mix everything and keep pan or kadai on a low flame.
Stirring often begin to cook this mixture.
The mixture will begin to thicken. Stir continuously and cook till the mixture leaves sides of pan. Let this mixture cool completely.
Making Chum Chum
Place them on a tray and board. With a knife make cut each cham cham on top. Do not cut the cham cham entirely.
Place the stuffing in the cham cham sweet carefully without breaking them.
Stuff all the pieces this way.
Take desiccated coconut in a plate and gently roll cham cham sweet so that the desiccated coconut sticks to the cham cham.
Do this with all the cham cham pieces.
Place them on a serving plate or tray. Garnish with sliced pistachios and almonds.
Serve cham cham. Or you can chill them and then serve later. Refrigerate any leftover pieces."
